aba,feature,veredito,sinal,sinal_espera,sinal_escopo,gtk_onde,html_onde,gtk_faz,html_faz,porque
09-sistema,"Perfil de Bateria — ""O que ele impõe"" (o teto que vale hoje)",SO_NO_HTML,TETO_POR_PERFIL,PRESENTE,src/hefesto_dualsense4unix/interface/paginas/09-sistema.html,src/hefesto_dualsense4unix/app/actions/config/secao_orcamento.py:505 · src/hefesto_dualsense4unix/app/actions/config/secao_orcamento.py:372 · src/hefesto_dualsense4unix/app/actions/config/secao_orcamento.py:386,src/hefesto_dualsense4unix/gui/aba_sistema.py:418 · src/hefesto_dualsense4unix/gui/aba_sistema.py:400 · src/hefesto_dualsense4unix/interface/paginas/09-sistema.html:1099,"Não tem esta linha. O que existe é a tabela de consequências, célula a célula por perfil e por linha do teto.","Uma linha de estado derivada: `teto_do_orcamento(TETO_POR_PERFIL[perfil])` → ""Vibração em 30% da força"" ou ""Nada é limitado"". Nenhum número digitado na tela. Medido agora: ""Nada é limitado"".","Resposta curta a uma pergunta que a GTK só responde lendo uma tabela de 5×3. Este campo PINTA (medido: `bateria-impoe = 'Nada é limitado'`), diferente dos dois de cima."
09-sistema,"Perfil de Bateria — ""Vale para"" (quantos controles o teto alcança)",SO_NO_HTML,"data-campo=""bateria-vale-para""",PRESENTE,src/hefesto_dualsense4unix/interface/paginas/09-sistema.html,src/hefesto_dualsense4unix/app/actions/config/secao_orcamento.py:447,src/hefesto_dualsense4unix/gui/aba_sistema.py:378 · src/hefesto_dualsense4unix/gui/aba_sistema.py:369 · src/hefesto_dualsense4unix/interface/paginas/09-sistema.html:1100,"A frase `QUANDO_VALE` anexada à DICA de cada um dos três botões — hover, não coluna. Sem número de controles.","Linha de estado com o número REAL, contado do `state_full[""controllers""]`, e com os três casos escritos (nenhum / um / N). Medido agora: ""Os 2 controles"".","O desenho tinha quatro controles congelados e o campo passou a contar a mesa de verdade. É o campo que o próprio docstring do pacote diz ser ""a linha que mais erra"" — e hoje ele acerta."
09-sistema,Perfil de Bateria — a tabela de consequências (o que cada perfil faz com cada coisa),DIFERENTE,"data-campo=""bateria-frase""",PRESENTE,mockup/09-sistema.html,src/hefesto_dualsense4unix/app/actions/config/secao_orcamento.py:505 · src/hefesto_dualsense4unix/app/actions/config/secao_orcamento.py:180 · src/hefesto_dualsense4unix/app/actions/config/secao_orcamento.py:267,mockup/09-sistema.html:1275 · src/hefesto_dualsense4unix/interface/pacotes/a09_sistema.py:713 · src/hefesto_dualsense4unix/interface/aba09.py:246,"Uma `Gtk.Grid` com as cinco `LINHAS_DO_TETO` × os três perfis: o que é, de onde vem, e a célula por perfil; as linhas sem ponto de aplicação ganham uma célula que atravessa as três colunas.","As DUAS linhas de estado do Perfil de Bateria passaram a ser VIVAS, lidas do dono e não digitadas — o endereço `data-campo=""bateria-frase""` e o segundo, que se DERIVA dele como `-razao` e `-g` já fazem nesta aba.","MEDIDO em 03/09/2026: `frase_do_teto()` devolve *""Bateria longa é o único que põe teto — 30% da força — e alcança Vibração e nada mais. Gatilhos, Barra de luz, Microfone por rádio e Giroscópio não têm por onde ser limitados.""* — e nenhuma parte dela chega ao pixel. O BLOQUEIO É DE UM NOME, e ele mora fora desta aba: `aba_sistema.ENDERECOS` tem UM endereço (`bateria-frase`) para DUAS linhas, e `aba09._id()` recusa — com razão — endereço que o contrato do produto não conheça. Falta uma segunda chave lá (`bateria-sem-teto`), que é a camada do produto e território de outra frente; com ela, o gerador e o pacote fecham num commit. || REMEDIDA em 06/09/2026 (SISTEMA-STEAM-01): a dívida fechou pela METADE, e o veredito honesto é DIFERENTE. A janela tem uma `Gtk.Grid` de 5 linhas × 3 perfis; o HTML tem 2 linhas × o perfil escolhido, e a tabela cheia não cabe nos 154 px do bloco (o portão do gerador exige que ele acabe no mesmo `y` do irmão) — logo a tabela inteira é decisão de desenho DELA, não dívida. **E a frase ""Falta uma segunda chave lá (`bateria-sem-teto`)"" CADUCOU: não falta.** O segundo endereço se deriva, e está em produção — o bloqueio que esta célula declarava era evitável."
09-sistema,Perfil de Bateria — a conta de slots por adaptador de rádio,FALTA_NO_HTML,_ContaDeSlots,AUSENTE,LADO-HTML,src/hefesto_dualsense4unix/app/actions/config/secao_orcamento.py:585 · src/hefesto_dualsense4unix/app/actions/config/secao_orcamento.py:621,src/hefesto_dualsense4unix/interface/paginas/09-sistema.html,"Um bloco vivo (`_ContaDeSlots`) que pergunta `daemon.state_full` por `call_async` e responde ""cabe o que eu quero fazer?"" por adaptador, com plano de rádio e apelidos.",Nada nesta página.,"Faltando de fato — mas a atribuição é discutível: o assunto é rádio/adaptador, e provavelmente é território da aba 08 (Conexões), não da 09. Registro aqui porque na GTK ele mora na MESMA seção (""Desempenho"") de onde vieram os três botões do Perfil de Bateria, então quem migrar a seção pela metade vai deixá-lo para trás sem perceber. || CONFERIDA em 06/09/2026 pela PARIDADE-REMEDIR-01 e MANTIDA — e agora ela é dívida DECIDIDA: `D-0609-MESA-E-PALAVRA-NAO-FEATURE`, palavra dela, diz que *""mesa"" é PALAVRA banida na tela, não feature* e que **a tabela e a conta de slots ENTRAM**, com palavras simples. A `SISTEMA-STEAM-01` entregou a metade das duas linhas de estado (linha 329); a conta de slots por adaptador não nasceu."
09-sistema,Exame do sistema — as seis verificações do storm_report,IGUAL,"data-campo=""exame-lista""",PRESENTE,src/hefesto_dualsense4unix/interface/paginas/09-sistema.html,src/hefesto_dualsense4unix/app/actions/daemon_actions.py:1109 · src/hefesto_dualsense4unix/app/actions/daemon_actions.py:1128 · src/hefesto_dualsense4unix/gui/main.glade:2836 · src/hefesto_dualsense4unix/integrations/storm_doctor.py:755,src/hefesto_dualsense4unix/interface/pacotes/a09_sistema.py:206 · src/hefesto_dualsense4unix/interface/pacotes/a09_sistema.py:382 · src/hefesto_dualsense4unix/gui/aba_sistema.py:534 · src/hefesto_dualsense4unix/gui/aba_sistema.py:515 · src/hefesto_dualsense4unix/interface/paginas/09-sistema.html:1139,"`storm_doctor.storm_report(controles_no_cabo=…)` em worker, e pinta as linhas num `Gtk.Label` com markup Pango colorido por tag ([ OK ] verde, [WARN] laranja, [INFO] cinza).","A MESMA chamada, com o mesmo denominador, e as linhas viram HTML em duas colunas com selo, glifo e frase — a mesma marcação que o piloto de aba já montava.","Mesma função, mesmos parâmetros, mesmos seis checks, e a tradução de veredito→selo trata as chaves com colchete que o produto realmente devolve (""[ OK ]"", ""[WARN]"") — não uma tabela ingênua com ""OK"". Medido agora: seis linhas, nenhum aviso, primeira delas ""cura do travamento do USB ATIVA""."
09-sistema,"Exame — o achado ""guarda do Steam Input""",IGUAL,_daemon.medir_guarda_do_steam_input(),PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a09_sistema.py,src/hefesto_dualsense4unix/app/actions/daemon_actions.py:1136 · src/hefesto_dualsense4unix/app/actions/daemon_actions.py:735,src/hefesto_dualsense4unix/interface/pacotes/a09_sistema.py:359 · src/hefesto_dualsense4unix/interface/pacotes/a09_sistema.py:320 · src/hefesto_dualsense4unix/interface/paginas/09-sistema.html:1139,"Depois do `storm_report`, acrescenta `medir_guarda_do_steam_input()` à lista quando ela devolve algo — o vigia morto vira achado deste cartão, e só quando está morto (decisão dela, 22/08/2026).","`_achados()` acrescenta o vigia morto ao `storm_report`, sob `try` próprio para que uma Steam meio instalada não apague as seis linhas já prontas. Custa 2,8 ms, medidos — entra na faixa lenta sem pesar.","MEDIDO em 03/09/2026 contra a mesa dela: as duas funções devolvem `None` hoje (é assim que a GTK também se comporta com a máquina sã), e o exame sai com seis linhas dos dois lados. A régua nova injeta um achado e cobra que ele apareça na lista — porque a diferença só se vê no dia do problema, que é o dia em que ela precisa ver. MORDIDA: apaguei o `linhas.append(vigia)`; reprovou. Segunda MORDIDA: tirei o `try` próprio e a exceção subiu, provando que o guarda protege as seis linhas."
09-sistema,"Exame — o achado ""prontuário dos jogos""",IGUAL,interpretar_prontuario_dos_jogos,PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a09_sistema.py,src/hefesto_dualsense4unix/app/actions/daemon_actions.py:1145 · src/hefesto_dualsense4unix/app/actions/daemon_actions.py:807,src/hefesto_dualsense4unix/interface/pacotes/a09_sistema.py:444 · src/hefesto_dualsense4unix/interface/pacotes/a09_sistema.py:409 · src/hefesto_dualsense4unix/interface/paginas/09-sistema.html:1139,Mesmo molde: acrescenta `medir_prontuario_dos_jogos()` quando há divergência entre os manifestos da Steam e os perfis do disco. Roda dentro do worker porque leva ~1 s.,"Mesma fonte da janela antiga, e o RELÓGIO é diferente por medição: ele leva **12–18 ms** nesta máquina (a GTK dizia ~1 s), então não roda no tique nem na faixa lenta — vai a uma thread própria a cada 5 min, e o exame publica a última resposta. Na primeira visita a linha não existe e aparece sozinha no tique seguinte.","MEDIDO: pôr os 7 s dentro da faixa lenta custou **13.676 ms de mediana por tique** e a aba pintou ZERO valores em 8 segundos — está no relato da frente. A régua nova prova que a pergunta sai numa THREAD (a chamada está dentro de `threading.Thread(...)`, lido na árvore) — e NÃO mede o relógio: um conferente adversário trocou a thread por chamada direta em 03/09/2026 e os 19 testes ficaram VERDES. A medição dos 13.676 ms é do relato, não do teste; quem quiser cobrar o tempo tem de escrever a régua que falta e que o achado, quando volta, entra na lista. || O SINAL MUDOU DE NOME em 06/09/2026 porque a PORTA mudou: `interpretar_prontuario_dos_jogos`. O veredito continua IGUAL — a feature é a mesma, e ficou 380x mais barata. MEDIDO: o tique máximo da aba 09 era de **1.341 ms** num teto de 100, e virou **18,6 ms**. E a causa escrita no código estava errada: culpava o disco, e o custo estava dentro do `t_ipc`, num socket que o serviço responde em 1 ms. É o GIL — os 7 s eram Python puro abrindo milhares de arquivos, e a thread principal ficava na fila atrás dele. Os 7 s eram o `examinar=True` do censo, que o único campo lido por esta tela não encosta."
09-sistema,"Exame — a contagem ""N linhas · nenhum aviso""",SO_NO_HTML,"data-campo=""exame-contagem""",PRESENTE,src/hefesto_dualsense4unix/interface/paginas/09-sistema.html,src/hefesto_dualsense4unix/gui/main.glade:2830 · src/hefesto_dualsense4unix/gui/main.glade:2824,src/hefesto_dualsense4unix/gui/aba_sistema.py:534 · src/hefesto_dualsense4unix/interface/pacotes/a09_sistema.py:415 · src/hefesto_dualsense4unix/interface/paginas/09-sistema.html:1134,"Nada. O cartão tem o título ""Saúde do sistema"" e a lista; não há contagem.","Conta as linhas e os avisos a partir da própria lista, com plural correto, e o `·` volta com a classe do desenho. Medido agora: ""6 linhas · nenhum aviso"".","Ganho, e derivado — o ""8"" que o desenho tinha congelado seria falso na primeira máquina sem oito achados, e a função devolve o número real. Registrado para ninguém trocar por literal."
09-sistema,Exame — o denominador honesto do check de áudio (controles no cabo),IGUAL,controles_no_cabo,PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a09_sistema.py,src/hefesto_dualsense4unix/app/actions/daemon_actions.py:1122,src/hefesto_dualsense4unix/interface/pacotes/a09_sistema.py:219,"Lê `daemon_state_full()` e passa `storm_doctor.controles_no_cabo(state)` para o `storm_report`, com `None` quando o daemon está calado (aí o check volta a responder só presente/ausente).","Passa `_exame.controles_no_cabo(ctx.state)` — o `state` que o tique já tem na mão, sem um segundo IPC.","Mesma função, mesma semântica de `None`. O HTML é mais barato (reaproveita o `state` do tique em vez de pedir outro `state_full`), mas o resultado é o mesmo."
09-sistema,"Steam — ""Deixar tudo pronto""",DIFERENTE,with_steam_closed,PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a07_lancadores.py,src/hefesto_dualsense4unix/app/actions/daemon_actions.py:1586 · src/hefesto_dualsense4unix/app/actions/daemon_actions.py:1602 · src/hefesto_dualsense4unix/app/actions/daemon_actions.py:1608 · src/hefesto_dualsense4unix/gui/main.glade:2913,src/hefesto_dualsense4unix/interface/pacotes/a07_lancadores.py:1204 · src/hefesto_dualsense4unix/interface/pacotes/a07_lancadores.py:1147,"Pede consentimento num diálogo temado e não-bloqueante, e então encadeia as duas correções DENTRO de uma única janela de Steam fechada (`with_steam_closed`), com o script em `--apply-quiet` lá dentro. Recibo em cada passo.","A interface nova GANHOU um caminho para `with_steam_closed`, e ele está na aba Lançadores, não nesta: `fechar_a_steam_e_repor` fecha a Steam, repõe o atalho de inicialização e a reabre — uma vez cada, pelo motor do produto. O consentimento é em DOIS CLIQUES (o primeiro arma e troca o rótulo do botão), porque o `with_steam_closed` exige que quem chama tenha perguntado antes.","DIFERENTE, e as diferenças são duas: (a) LUGAR — na GTK este botão mora na aba Sistema e na interface nova o caminho está na Lançadores; (b) ESCOPO — a GTK encadeia AS DUAS correções (`disable_steam_input.sh --apply-quiet` e o wrapper) dentro de uma janela de Steam fechada, e a nova repõe só o atalho. O que esta linha deixa de herança é o PADRÃO: a confirmação em dois cliques existe, está em produção e foi decidida — é a peça que os cinco gestos mortos desta aba esperam."
09-sistema,"Steam — ""Este jogo não funciona""",DIFERENTE,add_appid_to_steam_input_allowlist,PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a07_lancadores.py,src/hefesto_dualsense4unix/app/actions/daemon_actions.py:1717 · src/hefesto_dualsense4unix/gui/main.glade:2961,src/hefesto_dualsense4unix/interface/pacotes/a07_lancadores.py:2161 · src/hefesto_dualsense4unix/interface/pacotes/a07_lancadores.py:2193 · src/hefesto_dualsense4unix/interface/desenho_dos_lancadores.py:663,"Descobre o appid do jogo ativo e o acrescenta à allowlist do Steam Input, com nota; sem diálogo de propósito (é reversível e não fecha nada). Recibo com o resultado e o appid.","EXISTE, e na aba 07 (Lançadores) — não nesta: o botão ""Este jogo não funciona"" no cartão da Steam marca o jogo na lista de exceções do Steam Input pelo dono (`steam_launch_options.add_appid_to_steam_input_allowlist`), com a nota ""marcado pela tela"".","Este é o botão de emergência para o jogo que ignora os controles — e a única outra saída documentada é a caixinha do editor de perfil (aba Perfis), que só DESFAZ a marca. Sem ele, na interface nova não há como MARCAR. || REMEDIDA em 06/09/2026 pela PARIDADE-REMEDIR-01. A `STEAM-INPUT-01` construiu o botão e a régua o acusou fechando; o que muda aqui é o ENDEREÇO na tela, e é decisão dela: `D-0609-STEAM-DIVIDIDO` — *Steam Input e a lista de exceções ficam na aba 07; ""Consertar"", ""Restaurar de fábrica"" e ""Aplicar aos jogos"" ficam na 09*. DIFERENTE pela mesma razão das linhas 336 e 339 desta aba: o ato existe, noutra aba, por decisão de onde o assunto mora."
09-sistema,"Steam — ""Consertar problemas conhecidos"" / ""Refazer os consertos automáticos""",IGUAL,fix_wireplumber_default_source,PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a09_sistema.py,src/hefesto_dualsense4unix/app/actions/daemon_actions.py:1218 · src/hefesto_dualsense4unix/gui/main.glade:2987,src/hefesto_dualsense4unix/interface/paginas/09-sistema.html:1206,"Roda `scripts/disable_steam_input.sh --apply-quiet` e `scripts/fix_wireplumber_default_source.sh --install` em worker, mede os jogos com Steam Input ANTES (depois os appids já foram zerados), e o recibo DIZ quando adiou em vez de anunciar ""aplicado"" sobre um no-op.","O botão TEM DONO desde 06/09/2026 e foi clicado no produto vivo: os dois lados rodam os mesmos dois scripts, medem os jogos ANTES e usam o mesmo `format_fix_safe_result`. O desenho é de dois cliques, como o rótulo promete: o primeiro mede e mostra no painel (read-only por desenho), o segundo age.","O `title` do botão promete o trabalho inteiro (""arruma o áudio dos 2 controles, desliga o Steam Input onde ele atrapalha e põe a linha de inicialização nos jogos instalados, com cópia de segurança"") e o clique não chama nada. A promessa mais detalhada da página é a que menos acontece. || FECHOU em 06/09/2026 (SISTEMA-STEAM-01). O `html_faz` dizia ""Botão presente, sem dono. Clique morto."" — deixou de ser verdade. A diferença que sobra é o canal do recibo (toast na janela, painel de registro aqui), e ela não muda o ato. `SEM_MOTOR` foi de três para um: a razão que segurava os dois descrevia o HANDLER, não o ATO."
09-sistema,"Steam — ""Copiar opções para os jogos"" (a linha de inicialização)",DIFERENTE,Gtk.Clipboard,PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a07_lancadores.py,src/hefesto_dualsense4unix/app/actions/daemon_actions.py:1318 · src/hefesto_dualsense4unix/app/actions/daemon_actions.py:1280 · src/hefesto_dualsense4unix/gui/main.glade:3014,src/hefesto_dualsense4unix/interface/pacotes/a07_lancadores.py:1638 · src/hefesto_dualsense4unix/interface/pacotes/a07_lancadores.py:1661,"Compõe a string do wrapper `hefesto-launch` (constante, por decisão medida) e a copia para a área de transferência, com dica de onde colar.","existe, e na aba 07 (Lançadores) — não na 09, por decisão de onde o assunto mora","FATO DERRUBADO EM 03/09/2026, e a linha volta a FALTA_NO_HTML: ela tinha sido promovida a DIFERENTE porque `hefesto-launch` ""apareceu no lado HTML"" — e as duas ocorrências em `a10_perfis.py` (:246 e :1366) são PROSA explicando por que o wrapper importa. A régua leu a palavra e contou como ato. Note que a dica do botão ""Modo Xbox 360"" da própria GTK manda a pessoa usar este botão pelo nome (`gui/main.glade:3429`); na interface nova esse ponteiro aponta para o vazio. || REMEDIDA em 04/09/2026: DIFERENTE, e a diferença é de LUGAR. A feature existe e funciona; ela mudou de aba por decisão. Marcar FALTA_NO_HTML diria que o produto não faz, e diria errado. O `sinal_escopo` era `LADO-HTML` e casou com a aba 07 — a mesma fraqueza que a frente da aba 03 achou hoje na linha 130: um sinal sem escopo dá o veredito certo pelo motivo errado. Estreitado."
09-sistema,"Steam — ""Aplicar aos jogos da Steam""",FALTA_NO_HTML,_build_steam_apply_confirm_dialog,AUSENTE,LADO-HTML,src/hefesto_dualsense4unix/app/actions/daemon_actions.py:1360 · src/hefesto_dualsense4unix/app/actions/daemon_actions.py:1373 · src/hefesto_dualsense4unix/gui/main.glade:3021,,"Diálogo de confirmação temado e não-bloqueante, e então aplica o wrapper a TODOS os jogos instalados preservando as opções existentes, com backup ao lado de cada arquivo, pedindo permissão para fechar a Steam por ~20 s se ela estiver aberta.",Nada — nem botão.,"É a metade que APLICA o que o ""Copiar"" só entrega na área de transferência. Os dois faltam juntos, e sem os dois a interface nova não tem caminho nenhum para o wrapper de launch. || CONFERIDA em 06/09/2026 pela PARIDADE-REMEDIR-01 e MANTIDA: continua sem botão e sem gesto. E agora ela tem ENDEREÇO decidido — `D-0609-STEAM-DIVIDIDO` põe ""Aplicar aos jogos"" nesta aba, a 09. || O GESTO FECHOU E O BOTÃO NÃO CHEGOU — 06/09/2026, SISTEMA-OS-QUATRO-QUE-FALTAM-01, conferida pela PARIDADE-REMEDIR-02. O gesto `aplicar-aos-jogos` existe (`interface/pacotes/a09_sistema.py:2533`, `grava=""with_steam_closed""`, dois cliques de consentimento) e o item está no gerador (`interface/aba09.py:1256`) — mas o botão sai só em `mockup/09-sistema.html` e ZERO em `interface/paginas/09-sistema.html`. O próprio pacote declara isso em `:2184` (*""só existe no desenho de hoje, porque publicar é ato dela""*). Continua `FALTA_NO_HTML` até o `--publicar 09`; as irmãs 315 e 343 já fecharam porque os botões delas estão publicados."
09-sistema,"Proton — ""Fixar a versão que funciona"" / ""Refazer a fixação do Proton""",DIFERENTE,lock_proton_for_all_games,PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a09_sistema.py,src/hefesto_dualsense4unix/app/actions/daemon_actions.py:1793 · src/hefesto_dualsense4unix/app/actions/daemon_actions.py:1806 · src/hefesto_dualsense4unix/app/actions/daemon_actions.py:1851 · src/hefesto_dualsense4unix/gui/main.glade:3028,src/hefesto_dualsense4unix/interface/pacotes/a09_sistema.py · src/hefesto_dualsense4unix/interface/paginas/09-sistema.html:1207,"Diálogo de confirmação (o `config.vdf` é arquivo global da Steam), e então `proton_pin.lock_proton_for_all_games` em worker, com import lazy e `getattr` defensivo (instalação sem o módulo recusa apontando o install.sh, nunca `AttributeError`), recusa com a Steam aberta e backup antes.","Dois cliques e então o MESMO motor da GTK: `proton_pin.lock_proton_for_all_games`, com o import lazy e o `getattr` defensivo do contrato da lane (instalação sem o módulo recusa apontando o instalador), a recusa com a Steam aberta e a frase de volta de `format_proton_lock_result`. O recibo entra no painel ""Detalhes técnicos"", que é onde esta aba já escreve o que os botões respondem.","FECHOU EM 03/09/2026. O que o segurava era a confirmação, e o motor NUNCA foi o handler: `on_proton_lock:1793` é o diálogo e o toast em volta de `lock_proton_for_all_games`. DIFERENTE e não IGUAL por duas coisas: a pergunta é o botão em vez de um diálogo, e o recibo vai ao painel em vez de um toast."
09-sistema,"Camadas Vulkan — ""Tirar a sobreposição Vulkan"", o mesmo rótulo nos dois lados",DIFERENTE,def procurar_camadas,PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a09_sistema.py,src/hefesto_dualsense4unix/app/actions/emulation_actions.py:2086 · src/hefesto_dualsense4unix/app/actions/emulation_actions.py:2122 · src/hefesto_dualsense4unix/app/actions/emulation_actions.py:2131 · src/hefesto_dualsense4unix/gui/main.glade:3061,src/hefesto_dualsense4unix/interface/pacotes/a09_sistema.py:2635 · src/hefesto_dualsense4unix/interface/pacotes/a09_sistema.py:2636 · src/hefesto_dualsense4unix/interface/paginas/09-sistema.html:1304,"Censo do `system.reg` de cada prefixo em worker (~1 s), e um diálogo que MOSTRA o que achou antes de mexer; os botões seguem o que existe (""Tirar"" só com camada ligada, ""Devolver"" só com camada que nós desligamos), com cópia do arquivo.","O botão TEM DONO desde 06/09/2026 e o motor é o da janela antiga, chamado e não copiado: `camadas_vulkan.censo`, `pastas_compatdata` e `curar_todos`, com as duas frases puras do mesmo módulo. São TRÊS tempos em dois cliques — o primeiro escreve o censo no painel de registro (read-only) e o segundo age em todos os prefixos, com recusa se houver jogo aberto.","E aqui há um risco de segunda ordem que a própria casa já escreveu: o handler mora na aba que MORRE (Emulação). `gui/aba_sistema.py:91-93` avisa que quem desmontar a Emulação leva o handler junto sem perceber, e o achado ""Nenhuma sobreposição"" perde o motor no mesmo commit. || REMEDIDA em 06/09/2026 pela PARIDADE-REMEDIR-01, com o endereço lido no código: ""Botão presente, sem dono. Clique morto"" caiu. DIFERENTE e não IGUAL porque o DESENHO do consentimento é outro: a GTK abre um diálogo com DOIS botões nomeados (Tirar e Devolver, cada um só quando cabe) e aqui há UM botão cujo segundo clique decide a direção pelo censo — sem nada a tirar e nada a devolver, ele mostra e não arma."
09-sistema,"""Restaurar de fábrica"" (devolver o meu_perfil ao asset original)",DIFERENTE,_meu_perfil_asset,PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a09_sistema.py,src/hefesto_dualsense4unix/app/actions/footer_actions.py:1477 · src/hefesto_dualsense4unix/gui/main.glade:4269 · src/hefesto_dualsense4unix/app/gui_dialogs.py:696,src/hefesto_dualsense4unix/interface/pacotes/a09_sistema.py:2581 · src/hefesto_dualsense4unix/interface/pacotes/a09_sistema.py:2632,"Confirma num diálogo (`gui_dialogs.confirm_restore_default`), copia o asset para o `profiles_dir`, adota como perfil ativo, recarrega o `DraftConfig` e dispara refresh de todas as abas — trocando draft e NOME como unidade, para o ""Salvar Perfil"" seguinte não sobrescrever o perfil anterior.","O gesto `restaurar-de-fabrica` (`restaurar_de_fabrica:2581`) ganhou dono em 06/09/2026 e `SEM_MOTOR` ficou VAZIA. Localiza o preset pelo dono (`_rodape._meu_perfil_asset():2632`), valida com `Profile.model_validate`, força o nome para `NOME_DO_PADRAO` e grava pelos três tempos de `pacotes.perfil.gravar_e_reaplicar` (disco, reaplicar, `launch_env.refresh`), com `era=` o perfil que está valendo para o `profile.switch` sair. Pergunta antes, pelos dois cliques (`_confirmado`), e as duas frases são do dono (`footer_actions.frase_do_preset_ausente` e `frase_do_restauro`).","FATO DERRUBADO EM 03/09/2026, e a linha volta a FALTA_NO_HTML: ela tinha sido promovida a DIFERENTE porque `gui_dialogs.confirm_restore_default` ""apareceu no lado HTML"" — e ele aparece em `a09_sistema.py:1521`, dentro da STRING que declara por que este gesto continua sem dono. A régua leu a palavra e contou como ato. É o gesto mais destrutivo da página e o que menos acontece; o caminho existe (a aba Lançadores confirma em dois cliques desde 03/09) e adotá-lo aqui muda o rótulo de um botão que ela aprovou — decisão dela. || CONFERIDA em 06/09/2026 pela PARIDADE-REMEDIR-01 e MANTIDA: `restaurar-de-fabrica` é o ÚNICO nome que sobra em `a09_sistema.SEM_MOTOR` (eram três até 06/09), e a razão escrita lá não é mais o motor — é a rede de segurança: um gesto que chame `save_profile` restaura o `meu_perfil` DELA quando a régua de clique o acionar. `D-0609-STEAM-DIVIDIDO` confirma que ele mora nesta aba. || A DÍVIDA FECHOU EM 06/09/2026 (SISTEMA-OS-QUATRO-QUE-FALTAM-01), e a linha vira DIFERENTE — medida em 06/09 pela A-CURA-DOS-DOIS-PORTOES-01. A rede de segurança que a segurava passou a morar no decorador (ONDA3-GESTO-DECLARA-01): o gesto declara `grava=""gravar_e_reaplicar""`, `pacotes.perigosos()` o recebe derivado, e a prova botão a botão nunca o clica. || O SINAL FICA `_meu_perfil_asset` E TROCA DE LADO — de AUSENTE para PRESENTE. Desta vez ele APARECE DE VERDADE, em código: `_rodape._meu_perfil_asset()` na linha 2632, uma chamada, não a palavra dentro da string que em 03/09 derrubou esta linha. É o sinal certo a vigiar: se ele sumir de `a09_sistema.py`, ou o botão morreu ou alguém redigitou o localizador do preset. || DIFERENTE, e não IGUAL: a janela pergunta por diálogo modal (`gui_dialogs.confirm_restore_default`) e faz refresh de todas as abas; aqui a pergunta são os dois cliques da D-03 dela, e não há abas velhas a repintar."
09-sistema,"""Ver os plugins carregados""",SO_NO_HTML,_handle_plugin_list,PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a09_sistema.py,src/hefesto_dualsense4unix/gui/aba_sistema.py:95 · src/hefesto_dualsense4unix/daemon/ipc_server.py:184 · src/hefesto_dualsense4unix/cli/cmd_plugin.py,src/hefesto_dualsense4unix/interface/pacotes/a09_sistema.py:561 · src/hefesto_dualsense4unix/interface/paginas/09-sistema.html:1220 · src/hefesto_dualsense4unix/interface/paginas/09-sistema.html:682,Nada. O daemon atende `plugin.list` e `plugin.reload` desde sempre; o único chamador em `src/` é a CLI. Não há botão no produto GTK.,"Relê e DEPOIS lista, nesta ordem, e escreve o resultado no painel de registro; quando não há plugins, diz por quê (subsistema desligado × ligado e vazio), separando os dois casos que o `_handle_plugin_list` devolve iguais.","Ganho — a interface nova é a primeira tela do produto a alcançar os plugins. Registrado para não ser removido como ""botão órfão""; o `SEM_DONO` do módulo (a09_sistema.py:76-78) ainda o descreve como sem dono, o que hoje é fato desatualizado do lado HTML."
