# O QUE AINDA APONTA PARA A JANELA GTK — inventário da sprint GTK-1 (06/09/2026)
#
# Decisão dela (D-0609-GTK-LEVA-INTEIRA): "a ideia sempre foi reaproveitar o que
# fiz no gtk e não apontar nada mais pra lá mas pro html". A frase inteira está
# em docs/process/sprints/2026-09-06-GTK-1-o-inventario-e-o-portao-que-impede-a-janela-de-crescer.md
#
# O QUE SAI É A JANELA. O QUE FICA É O MOTOR (app/actions/, app/widgets/,
# app/telas/, daemon/) — é o reuso que ela pediu.
#
# UMA LINHA POR (arquivo, alvo). `linhas` e `ocorrencias` são o que a varredura
# mediu; `ocorrencias` é o número que o portão congela — ESTA LISTA SÓ DIMINUI.
#
# O VEREDITO É SOBRE A CITAÇÃO, não sobre o arquivo (um arquivo pode ficar e a
# citação sair). Os três são os do plano D-19, Passo 4:
#   SAI-COM-A-JANELA    — mede ou monta a janela; some na GTK-3
#   MOTOR-MUDA-DE-CASA  — o alvo é motor (ou o citador fica): reaponta-se
#   NUNCA-DEVIA-CITAR   — é da interface nova e cita a janela; corrige-se aqui
#
# COMO SE CLASSIFICOU, e a regra tem duas metades:
#   1. ALVO QUE SOBREVIVE e só muda de endereço (gui.ponte_da_tela,
#      gui.aba_conexoes, gui.aba_sistema, gui.widgets.*, gui/theme.css) ->
#      MOTOR-MUDA-DE-CASA, seja quem for o citador. A exceção é o citador que
#      some junto com a janela.
#   2. ALVO QUE MORRE (gui/main.glade, app/app.py, app/main.py) -> classifica-se
#      por QUEM CITA: a janela e seus instrumentos SAEM; a interface nova
#      NUNCA-DEVIA-CITAR; o resto (motor, portão, empacotamento) MUDA DE CASA.
#
# O QUE ESTA VARREDURA COBRE: src/ tests/ scripts/ packaging/ flatpak/ e os
# arquivos soltos da raiz. NÃO cobre `docs/`, e a razão é medida: 233 documentos
# citam `main.glade` entre crases, 104 citam `app/app.py`, 36 citam `theme.css`
# e 16 citam `app/main.py`. Isso é prosa histórica, e esta casa não apaga
# registro datado — mas `scripts/validar-referencias-docs.py` varre `docs/`
# inteiro e reprova caminho que não existe (só ele: não lê `src/`). ENTÃO A
# GTK-3 HERDA 233 DOCUMENTOS VERMELHOS no portão `referencias-docs`, que esta
# casa levou a zero em 31/08 e 01/09. Não há atalho automático: ou os caminhos
# são declarados como históricos no portão, ou as 233 se reescrevem.
#
# A NATUREZA FOI MEDIDA COM `tokenize`, NÃO COM GREP, e o número é o argumento:
# das 255 linhas, 111 são PROSA pura (comentário ou docstring), 41 são só
# `import` e 85 tocam o artefato em CÓDIGO. Um grep chamaria as 255 de
# dependência, e a GTK-3 removeria o que não devia.
#
# Portão: scripts/check_nada_aponta_para_a_janela.py
arquivo,linhas,alvo,natureza,ocorrencias,pergunta_respondida,veredito,razao
tests/unit/test_empate01_a_cor_volta_a_ser_dela.py,105,gui/main.glade,código,1,"quem cita? teste, que fica (código)",MOTOR-MUDA-DE-CASA,"o citador sobrevive à remoção e `gui/main.glade` não: esta citação precisa de outra fonte, ou de reescrita"
tests/unit/test_emulation_mic_quirk.py,26;39;45;168,gui/main.glade,código+prosa,4,"quem cita? teste, que fica (código+prosa)",MOTOR-MUDA-DE-CASA,"o citador sobrevive à remoção e `gui/main.glade` não: esta citação precisa de outra fonte, ou de reescrita"
tests/unit/test_fala_do_mapa.py,169,gui.aba_conexoes,código,1,"quem cita? teste; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui.aba_conexoes` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
tests/unit/test_fiacao_da_janela_teclado_e_detector.py,31;58,gui/main.glade,código,2,quem cita? régua da janela GTK — constrói HefestoApp,SAI-COM-A-JANELA,"esta citação mede a janela; sai com ela. Se o arquivo cobrir também o motor, a GTK-3 lê antes de apagar (plano D-19, Passo 4)"
tests/unit/test_fonte_padrao_01_e_cura_do_fix_mic.py,824;895,gui/theme.css,código+prosa,2,"quem cita? teste; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui/theme.css` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
tests/unit/test_gatilho_palavra_rotulos.py,17,gui/main.glade,prosa,1,"quem cita? teste, que fica (prosa)",MOTOR-MUDA-DE-CASA,"o citador sobrevive à remoção e `gui/main.glade` não: esta citação precisa de outra fonte, ou de reescrita"
tests/unit/test_glade_signal_handlers.py,1;22;48,gui/main.glade,código+prosa,3,quem cita? régua da janela GTK — constrói HefestoApp,SAI-COM-A-JANELA,"esta citação mede a janela; sai com ela. Se o arquivo cobrir também o motor, a GTK-3 lê antes de apagar (plano D-19, Passo 4)"
tests/unit/test_glade_vocabulario_leigo.py,1;22,gui/main.glade,código+prosa,2,quem cita? régua da janela GTK — mede a estrutura da janela (lido na docstring),SAI-COM-A-JANELA,"esta citação mede a janela; sai com ela. Se o arquivo cobrir também o motor, a GTK-3 lê antes de apagar (plano D-19, Passo 4)"
tests/unit/test_gui_dialogs_theme.py,10,gui/theme.css,prosa,1,"quem cita? teste; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui/theme.css` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
tests/unit/test_gui_draft_reconcilia_perfil_ativo.py,42;115;166,app/app.py,import,3,quem cita? régua da janela GTK — constrói HefestoApp,SAI-COM-A-JANELA,"esta citação mede a janela; sai com ela. Se o arquivo cobrir também o motor, a GTK-3 lê antes de apagar (plano D-19, Passo 4)"
tests/unit/test_gui_draft_reload_nao_fica_preso.py,48;126;233,app/app.py,import,3,quem cita? régua da janela GTK — constrói HefestoApp,SAI-COM-A-JANELA,"esta citação mede a janela; sai com ela. Se o arquivo cobrir também o motor, a GTK-3 lê antes de apagar (plano D-19, Passo 4)"
tests/unit/test_home_ponte_e_divergencia.py,325;326,gui/theme.css,prosa,2,"quem cita? teste; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui/theme.css` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
tests/unit/test_identidade_do_aplicativo_01.py,47;49,app/main.py,prosa,2,"quem cita? teste, que fica (prosa)",MOTOR-MUDA-DE-CASA,"o citador sobrevive à remoção e `app/main.py` não: esta citação precisa de outra fonte, ou de reescrita"
tests/unit/test_janela_cortada_01_o_rodape_nao_sai_pela_borda.py,74,gui/main.glade,código,1,quem cita? régua da janela GTK — mede a estrutura da janela (lido na docstring),SAI-COM-A-JANELA,"esta citação mede a janela; sai com ela. Se o arquivo cobrir também o motor, a GTK-3 lê antes de apagar (plano D-19, Passo 4)"
tests/unit/test_janela_sem_mentira.py,55,gui/main.glade,código,1,quem cita? régua da janela GTK — mede a estrutura da janela (lido na docstring),SAI-COM-A-JANELA,"esta citação mede a janela; sai com ela. Se o arquivo cobrir também o motor, a GTK-3 lê antes de apagar (plano D-19, Passo 4)"
tests/unit/test_largura_a_mesma_em_todas_as_abas.py,57,app/app.py,import,1,quem cita? régua da janela GTK — constrói HefestoApp,SAI-COM-A-JANELA,"esta citação mede a janela; sai com ela. Se o arquivo cobrir também o motor, a GTK-3 lê antes de apagar (plano D-19, Passo 4)"
tests/unit/test_largura_a_mesma_em_todas_as_abas.py,237;458;527;530,gui/main.glade,código,4,quem cita? régua da janela GTK — constrói HefestoApp,SAI-COM-A-JANELA,"esta citação mede a janela; sai com ela. Se o arquivo cobrir também o motor, a GTK-3 lê antes de apagar (plano D-19, Passo 4)"
tests/unit/test_largura_a_mesma_em_todas_as_abas.py,172,gui/theme.css,código,1,quem cita? instrumento/régua da janela GTK (teste),SAI-COM-A-JANELA,"o alvo `gui/theme.css` fica de pé, mas quem cita some com a janela"
tests/unit/test_largura_das_barras_de_vibracao.py,137,gui/main.glade,código,1,quem cita? régua da janela GTK — mede a estrutura da janela (lido na docstring),SAI-COM-A-JANELA,"esta citação mede a janela; sai com ela. Se o arquivo cobrir também o motor, a GTK-3 lê antes de apagar (plano D-19, Passo 4)"
tests/unit/test_largura_das_barras_de_vibracao.py,99,gui/theme.css,código,1,quem cita? instrumento/régua da janela GTK (teste),SAI-COM-A-JANELA,"o alvo `gui/theme.css` fica de pé, mas quem cita some com a janela"
tests/unit/test_launch_wrapper_dialog.py,807;817,app/app.py,import,2,quem cita? régua da janela GTK — constrói HefestoApp,SAI-COM-A-JANELA,"esta citação mede a janela; sai com ela. Se o arquivo cobrir também o motor, a GTK-3 lê antes de apagar (plano D-19, Passo 4)"
tests/unit/test_layout_orcamento_altura.py,20;413,app/app.py,prosa,2,quem cita? régua da janela GTK — mede a estrutura da janela (lido na docstring),SAI-COM-A-JANELA,"esta citação mede a janela; sai com ela. Se o arquivo cobrir também o motor, a GTK-3 lê antes de apagar (plano D-19, Passo 4)"
tests/unit/test_layout_orcamento_altura.py,16;186,gui/theme.css,código+prosa,2,quem cita? instrumento/régua da janela GTK (teste),SAI-COM-A-JANELA,"o alvo `gui/theme.css` fica de pé, mas quem cita some com a janela"
tests/unit/test_ligar_que_apagava_a_cura_01.py,5,gui/main.glade,prosa,1,"quem cita? teste, que fica (prosa)",MOTOR-MUDA-DE-CASA,"o citador sobrevive à remoção e `gui/main.glade` não: esta citação precisa de outra fonte, ou de reescrita"
tests/unit/test_lightbar_handler_tem_chamador.py,53;64;142,app/app.py,código+prosa,3,quem cita? régua da janela GTK — mede a estrutura da janela (lido na docstring),SAI-COM-A-JANELA,"esta citação mede a janela; sai com ela. Se o arquivo cobrir também o motor, a GTK-3 lê antes de apagar (plano D-19, Passo 4)"
tests/unit/test_lightbar_handler_tem_chamador.py,23;44;124,gui/main.glade,código+prosa,3,quem cita? régua da janela GTK — mede a estrutura da janela (lido na docstring),SAI-COM-A-JANELA,"esta citação mede a janela; sai com ela. Se o arquivo cobrir também o motor, a GTK-3 lê antes de apagar (plano D-19, Passo 4)"
tests/unit/test_lightbar_lexico_sem_leitura.py,18;57,gui/main.glade,código+prosa,2,"quem cita? teste, que fica (código+prosa)",MOTOR-MUDA-DE-CASA,"o citador sobrevive à remoção e `gui/main.glade` não: esta citação precisa de outra fonte, ou de reescrita"
tests/unit/test_loader_svg_nos_empacotamentos.py,18,app/main.py,prosa,1,"quem cita? teste, que fica (prosa)",MOTOR-MUDA-DE-CASA,"o citador sobrevive à remoção e `app/main.py` não: esta citação precisa de outra fonte, ou de reescrita"
tests/unit/test_loader_svg_nos_empacotamentos.py,11,gui.widgets.button_glyph,prosa,1,"quem cita? teste; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui.widgets.button_glyph` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
tests/unit/test_mesa_cheia_09_toasts_honestos.py,380,gui/main.glade,prosa,1,"quem cita? teste, que fica (prosa)",MOTOR-MUDA-DE-CASA,"o citador sobrevive à remoção e `gui/main.glade` não: esta citação precisa de outra fonte, ou de reescrita"
tests/unit/test_mesa_cheia_11_a_janela_conta_quatro.py,31;471;480;610;755;1149,gui/main.glade,código+prosa,6,quem cita? régua da janela GTK — mede a estrutura da janela (lido na docstring),SAI-COM-A-JANELA,"esta citação mede a janela; sai com ela. Se o arquivo cobrir também o motor, a GTK-3 lê antes de apagar (plano D-19, Passo 4)"
tests/unit/test_modo_que_nao_controla_01.py,377,gui/main.glade,código,1,"quem cita? teste, que fica (código)",MOTOR-MUDA-DE-CASA,"o citador sobrevive à remoção e `gui/main.glade` não: esta citação precisa de outra fonte, ou de reescrita"
tests/unit/test_moldura_a_dica_nao_atravessa_a_janela.py,103,gui/theme.css,código,1,"quem cita? teste; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui/theme.css` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
tests/unit/test_mouse_actions_gui_sync.py,443,app/app.py,import,1,quem cita? régua da janela GTK — constrói HefestoApp,SAI-COM-A-JANELA,"esta citação mede a janela; sai com ela. Se o arquivo cobrir também o motor, a GTK-3 lê antes de apagar (plano D-19, Passo 4)"
tests/unit/test_no_jogo_a_cor_que_ninguem_media.py,20,gui/theme.css,prosa,1,"quem cita? teste; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui/theme.css` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
tests/unit/test_notebook_switch_page.py,36,app/app.py,import,1,quem cita? régua da janela GTK — constrói HefestoApp,SAI-COM-A-JANELA,"esta citação mede a janela; sai com ela. Se o arquivo cobrir também o motor, a GTK-3 lê antes de apagar (plano D-19, Passo 4)"
tests/unit/test_nunca_troca_o_alvo_01_o_salvar_que_mirava_outro_perfil.py,229;630,app/app.py,import,2,quem cita? régua da janela GTK — constrói HefestoApp,SAI-COM-A-JANELA,"esta citação mede a janela; sai com ela. Se o arquivo cobrir também o motor, a GTK-3 lê antes de apagar (plano D-19, Passo 4)"
tests/unit/test_o_aviso_da_vibracao_cabe_na_aba.py,82,gui.ponte_da_tela,import,1,"quem cita? teste; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui.ponte_da_tela` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
tests/unit/test_o_binding_do_webkit_entra_no_install.py,161,gui/main.glade,prosa,1,"quem cita? teste, que fica (prosa)",MOTOR-MUDA-DE-CASA,"o citador sobrevive à remoção e `gui/main.glade` não: esta citação precisa de outra fonte, ou de reescrita"
tests/unit/test_o_botao_que_tira_o_que_faz_engasgar.py,35;212,gui/main.glade,código+prosa,2,"quem cita? teste, que fica (código+prosa)",MOTOR-MUDA-DE-CASA,"o citador sobrevive à remoção e `gui/main.glade` não: esta citação precisa de outra fonte, ou de reescrita"
tests/unit/test_o_campo_do_jogo_na_janela_de_verdade.py,75,gui/main.glade,prosa,1,quem cita? régua da janela GTK — mede a estrutura da janela (lido na docstring),SAI-COM-A-JANELA,"esta citação mede a janela; sai com ela. Se o arquivo cobrir também o motor, a GTK-3 lê antes de apagar (plano D-19, Passo 4)"
tests/unit/test_o_duble_nao_inventa_widget.py,47,gui/main.glade,código,1,quem cita? régua da janela GTK — mede a estrutura da janela (lido na docstring),SAI-COM-A-JANELA,"esta citação mede a janela; sai com ela. Se o arquivo cobrir também o motor, a GTK-3 lê antes de apagar (plano D-19, Passo 4)"
tests/unit/test_o_gancho_cobra_a_foto_da_tela.py,47,gui/main.glade,código,1,quem cita? a régua de um PORTÃO que fica; a janela é só o exemplo/superfície,MOTOR-MUDA-DE-CASA,o portão sobrevive; `gui/main.glade` como exemplo precisa de outra fonte
tests/unit/test_o_mapa_do_gabinete_e_o_dela.py,113;126,gui.aba_conexoes,import,2,"quem cita? teste; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui.aba_conexoes` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
tests/unit/test_o_motivo_da_fita_apagada_chega_no_hover.py,158,app/app.py,import,1,quem cita? régua da janela GTK — constrói HefestoApp,SAI-COM-A-JANELA,"esta citação mede a janela; sai com ela. Se o arquivo cobrir também o motor, a GTK-3 lê antes de apagar (plano D-19, Passo 4)"
tests/unit/test_o_perfil_chega_na_tela.py,209,gui.aba_sistema,prosa,1,"quem cita? teste; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui.aba_sistema` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
tests/unit/test_o_rodape_das_dez.py,17,gui/main.glade,prosa,1,quem cita? régua da INTERFACE NOVA,NUNCA-DEVIA-CITAR,a régua é da tela nova e foi buscar o endereço em `gui/main.glade`; corrige-se onde está
tests/unit/test_o_rodape_diz_o_que_grava.py,6;16;28,gui/main.glade,código+prosa,3,"quem cita? teste, que fica (código+prosa)",MOTOR-MUDA-DE-CASA,"o citador sobrevive à remoção e `gui/main.glade` não: esta citação precisa de outra fonte, ou de reescrita"
tests/unit/test_o_status_nao_samba_no_ritmo_do_giroscopio.py,48;211,gui/theme.css,código+prosa,2,"quem cita? teste; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui/theme.css` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
tests/unit/test_o_teto_da_vibracao_e_por_controle.py,79;146;1169;1191,gui.aba_conexoes,import+prosa,4,"quem cita? teste; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui.aba_conexoes` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
tests/unit/test_p10_a_foto_nao_publica_o_glade_cru.py,34;68;75;214,gui/main.glade,código+prosa,4,quem cita? régua da janela GTK — mede a estrutura da janela (lido na docstring),SAI-COM-A-JANELA,"esta citação mede a janela; sai com ela. Se o arquivo cobrir também o motor, a GTK-3 lê antes de apagar (plano D-19, Passo 4)"
tests/unit/test_packaging_ativacao_deb.py,25;250;260,app/main.py,código+prosa,3,"quem cita? teste, que fica (código+prosa)",MOTOR-MUDA-DE-CASA,"o citador sobrevive à remoção e `app/main.py` não: esta citação precisa de outra fonte, ou de reescrita"
tests/unit/test_pagina_de_jogos_diz_onde_se_desfaz_a_excecao.py,15;36,gui/main.glade,código+prosa,2,"quem cita? teste, que fica (código+prosa)",MOTOR-MUDA-DE-CASA,"o citador sobrevive à remoção e `gui/main.glade` não: esta citação precisa de outra fonte, ou de reescrita"
tests/unit/test_palavra_a_janela_fala_a_lingua.py,31,gui/main.glade,código,1,quem cita? régua da janela GTK — mede a estrutura da janela (lido na docstring),SAI-COM-A-JANELA,"esta citação mede a janela; sai com ela. Se o arquivo cobrir também o motor, a GTK-3 lê antes de apagar (plano D-19, Passo 4)"
tests/unit/test_palavra_de_tela_alcanca_o_python.py,4,gui/main.glade,prosa,1,quem cita? a régua de um PORTÃO que fica; a janela é só o exemplo/superfície,MOTOR-MUDA-DE-CASA,o portão sobrevive; `gui/main.glade` como exemplo precisa de outra fonte
tests/unit/test_paleta_unica.py,92,gui/main.glade,código,1,quem cita? a régua de um PORTÃO que fica; a janela é só o exemplo/superfície,MOTOR-MUDA-DE-CASA,o portão sobrevive; `gui/main.glade` como exemplo precisa de outra fonte
tests/unit/test_paleta_unica.py,103;113;121,gui/theme.css,código,3,"quem cita? teste; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui/theme.css` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
tests/unit/test_perfil_atual_01_a_linha_dela_tem_cor_e_o_primeiro_lugar.py,46,gui/theme.css,prosa,1,"quem cita? teste; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui/theme.css` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
tests/unit/test_politica_de_vibracao_a_escada_que_amplifica.py,50,gui/main.glade,código,1,"quem cita? teste, que fica (código)",MOTOR-MUDA-DE-CASA,"o citador sobrevive à remoção e `gui/main.glade` não: esta citação precisa de outra fonte, ou de reescrita"
tests/unit/test_ponte_da_tela_a_biblioteca_das_dez_abas.py,3;67;201,gui.ponte_da_tela,import+prosa,3,"quem cita? teste; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui.ponte_da_tela` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
tests/unit/test_portao_o_par_com_metade_ligada.py,855,app/app.py,código,1,"quem cita? teste, que fica (código)",MOTOR-MUDA-DE-CASA,"o citador sobrevive à remoção e `app/app.py` não: esta citação precisa de outra fonte, ou de reescrita"
tests/unit/test_quit_app_stops_daemon.py,6;59,app/app.py,import+prosa,2,quem cita? régua da janela GTK — constrói HefestoApp,SAI-COM-A-JANELA,"esta citação mede a janela; sai com ela. Se o arquivo cobrir também o motor, a GTK-3 lê antes de apagar (plano D-19, Passo 4)"
tests/unit/test_regua_de_tela_a_aba_controles.py,57;182,gui.ponte_da_tela,import+prosa,2,"quem cita? teste; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui.ponte_da_tela` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
tests/unit/test_rumble_actions.py,703;731,gui/main.glade,código,2,"quem cita? teste, que fica (código)",MOTOR-MUDA-DE-CASA,"o citador sobrevive à remoção e `gui/main.glade` não: esta citação precisa de outra fonte, ou de reescrita"
tests/unit/test_rumble_mult_um_dono.py,7;29,gui/main.glade,código+prosa,2,"quem cita? teste, que fica (código+prosa)",MOTOR-MUDA-DE-CASA,"o citador sobrevive à remoção e `gui/main.glade` não: esta citação precisa de outra fonte, ou de reescrita"
tests/unit/test_rumble_por_jogador_01.py,515,gui/main.glade,código,1,"quem cita? teste, que fica (código)",MOTOR-MUDA-DE-CASA,"o citador sobrevive à remoção e `gui/main.glade` não: esta citação precisa de outra fonte, ou de reescrita"
tests/unit/test_single_instance.py,228;233,app/main.py,código+prosa,2,"quem cita? teste, que fica (código+prosa)",MOTOR-MUDA-DE-CASA,"o citador sobrevive à remoção e `app/main.py` não: esta citação precisa de outra fonte, ou de reescrita"
tests/unit/test_socorro_ao_fechar_diz_por_que_a_janela_nao_fecha.py,44;46;68,app/app.py,import+prosa,3,quem cita? régua da janela GTK — constrói HefestoApp,SAI-COM-A-JANELA,"esta citação mede a janela; sai com ela. Se o arquivo cobrir também o motor, a GTK-3 lê antes de apagar (plano D-19, Passo 4)"
tests/unit/test_status_minimizar_mata_a_captura.py,36;113,app/app.py,import,2,quem cita? régua da janela GTK — constrói HefestoApp,SAI-COM-A-JANELA,"esta citação mede a janela; sai com ela. Se o arquivo cobrir também o motor, a GTK-3 lê antes de apagar (plano D-19, Passo 4)"
tests/unit/test_status_som_02_controle_de_volume.py,381,gui/theme.css,código,1,"quem cita? teste; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui/theme.css` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
tests/unit/test_status_som_04_rota.py,127,gui/theme.css,código,1,"quem cita? teste; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui/theme.css` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
tests/unit/test_status_som_04_som_de_confirmacao.py,175,gui/theme.css,código,1,"quem cita? teste; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui/theme.css` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
tests/unit/test_status_tinting_widgets.py,44,gui.widgets,import,1,"quem cita? teste; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui.widgets` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
tests/unit/test_status_tinting_widgets.py,45,gui.widgets.stick_preview_gtk,import,1,"quem cita? teste; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui.widgets.stick_preview_gtk` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
tests/unit/test_steam_input_ponteiros.py,12;33,gui/main.glade,código+prosa,2,"quem cita? teste, que fica (código+prosa)",MOTOR-MUDA-DE-CASA,"o citador sobrevive à remoção e `gui/main.glade` não: esta citação precisa de outra fonte, ou de reescrita"
tests/unit/test_steam_modo_simples.py,44,gui/main.glade,código,1,"quem cita? teste, que fica (código)",MOTOR-MUDA-DE-CASA,"o citador sobrevive à remoção e `gui/main.glade` não: esta citação precisa de outra fonte, ou de reescrita"
tests/unit/test_switch_sem_icone_quebrado.py,19;20;64;155;164;187,gui/theme.css,código+prosa,6,"quem cita? teste; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui/theme.css` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
tests/unit/test_t07_a_frase_que_ela_derrubou_nao_volta.py,9;82;84;196;201;204,gui/main.glade,código+prosa,6,"quem cita? teste, que fica (código+prosa)",MOTOR-MUDA-DE-CASA,"o citador sobrevive à remoção e `gui/main.glade` não: esta citação precisa de outra fonte, ou de reescrita"
tests/unit/test_t14_cada_gesto_da_aba_sistema_declara_dono.py,41,gui/main.glade,código,1,"quem cita? teste, que fica (código)",MOTOR-MUDA-DE-CASA,"o citador sobrevive à remoção e `gui/main.glade` não: esta citação precisa de outra fonte, ou de reescrita"
tests/unit/test_teto_da_prioridade_tem_uma_fonte_so.py,11;40,gui/main.glade,código+prosa,2,"quem cita? teste, que fica (código+prosa)",MOTOR-MUDA-DE-CASA,"o citador sobrevive à remoção e `gui/main.glade` não: esta citação precisa de outra fonte, ou de reescrita"
tests/unit/test_theme_css.py,1;4;15;57;58;59;63;88;268;278;380;401,gui/theme.css,código+prosa,12,"quem cita? teste; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui/theme.css` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
tests/unit/test_uma_faixa_nao_e_um_fabricante.py,499;508,gui/main.glade,código+prosa,2,"quem cita? teste, que fica (código+prosa)",MOTOR-MUDA-DE-CASA,"o citador sobrevive à remoção e `gui/main.glade` não: esta citação precisa de outra fonte, ou de reescrita"
tests/unit/test_validar_referencias_docs.py,69;174;179;364;366;371;378,gui/main.glade,código+prosa,8,quem cita? a régua de um PORTÃO que fica; a janela é só o exemplo/superfície,MOTOR-MUDA-DE-CASA,o portão sobrevive; `gui/main.glade` como exemplo precisa de outra fonte
tests/unit/test_vocabulario_das_quatro_superficies.py,6,gui/main.glade,prosa,1,"quem cita? teste, que fica (prosa)",MOTOR-MUDA-DE-CASA,"o citador sobrevive à remoção e `gui/main.glade` não: esta citação precisa de outra fonte, ou de reescrita"
tests/unit/test_wrapper_banner.py,238,gui/main.glade,código,1,"quem cita? teste, que fica (código)",MOTOR-MUDA-DE-CASA,"o citador sobrevive à remoção e `gui/main.glade` não: esta citação precisa de outra fonte, ou de reescrita"
tests/unit/test_z2_fita_declara_quem_obedece.py,30,app/app.py,import,1,quem cita? régua da janela GTK — constrói HefestoApp,SAI-COM-A-JANELA,"esta citação mede a janela; sai com ela. Se o arquivo cobrir também o motor, a GTK-3 lê antes de apagar (plano D-19, Passo 4)"
tests/unit/test_z4_matriz_widget_deposito.py,27;41;51,gui/main.glade,código+prosa,3,quem cita? régua da janela GTK — mede a estrutura da janela (lido na docstring),SAI-COM-A-JANELA,"esta citação mede a janela; sai com ela. Se o arquivo cobrir também o motor, a GTK-3 lê antes de apagar (plano D-19, Passo 4)"
tests/unit/test_z4_o_ciclo_da_janela.py,25,gui/main.glade,prosa,1,quem cita? régua da janela GTK — mede a estrutura da janela (lido na docstring),SAI-COM-A-JANELA,"esta citação mede a janela; sai com ela. Se o arquivo cobrir também o motor, a GTK-3 lê antes de apagar (plano D-19, Passo 4)"
